category_slug,subcategory_slug,text,difficulty,explanation,law_name,law_article,source_url,law_version_date,is_prime,option_a,option_b,option_c,option_d,correct_option
constitutional,election-code,"საქართველოს საარჩევნო კოდექსის მიხედვით, რომელი დებულება შეესაბამება საკითხს „მუნიციპალიტეტის წარმომადგენლობითი ორგანოს – საკრებულოს შემადგენლობა“?",hard,"სწორი პასუხია B, რადგან საქართველოს საარჩევნო კოდექსის მუხლი 140 ადგენს/განმარტავს საკითხს „მუნიციპალიტეტის წარმომადგენლობითი ორგანოს – საკრებულოს შემადგენლობა“.",საქართველოს საარჩევნო კოდექსი,მუხლი 140,,2025-12-17,false,"პარტიას/ამომრჩეველთა საინიციატივო ჯგუფს უფლება აქვს, რეგისტრაციის შემდეგ, კენჭისყრის დღემდე არაუგვიანეს 16 დღისა გააუქმოს თავისი გადაწყვეტილება კანდიდატის წარდგენის შესახებ","თვითმმართველი თემის ადმინისტრაციულ ცენტრში, სადაც ამომრჩეველთა რაოდენობა 4 000-ზე მეტია, მაგრამ 10 000-ს არ აღემატება, მაჟორიტარული საარჩევნო სისტემით აირჩევა საკრებულოს 2 წევრი",განსხვავებული აზრის გამოთქმის შემთხვევაშიც საოლქო საარჩევნო კომისიის წევრი ვალდებულია ხელი მოაწეროს კენჭისყრის შედეგების შემაჯამებელ ოქმს კომისიის წევრის ხელმოწერისათვის განკუთვნილ სათანადო გრაფაში,"საარჩევნო კომისიის სათანადო სამსახური ამ კანონით დადგენილ ვადაში ამოწმებს წარდგენილ საბუთებს და დასკვნას წარუდგენს საარჩევნო კომისიის თავმჯდომარეს, რომელიც წყვეტს რეგისტრაციის საკითხს",B
constitutional,election-code,"საქართველოს საარჩევნო კოდექსის მიხედვით, რომელი დებულება შეესაბამება საკითხს „საკრებულოს არჩევნებში მონაწილეობის უფლება და მაჟორიტარ კანდიდატთა წარდგენა“?",hard,"სწორი პასუხია C, რადგან საქართველოს საარჩევნო კოდექსის მუხლი 141 ადგენს/განმარტავს საკითხს „საკრებულოს არჩევნებში მონაწილეობის უფლება და მაჟორიტარ კანდიდატთა წარდგენა“.",საქართველოს საარჩევნო კოდექსი,მუხლი 141,,2025-12-17,false,მუნიციპალიტეტის წარმომადგენლობითი ორგანოს – საკრებულოს უფლებამოსილებისა და მუნიციპალიტეტის აღმასრულებელი ორგანოს − მერის უფლებამოსილების ვადაა 4 წელი,"ცესკო ამ კანონით დადგენილი წესით ყოველწლიურად საქართველოს პარლამენტს წარუდგენს საქართველოს საარჩევნო ადმინისტრაციის მომავალი წლის საბიუჯეტო განაცხადს, რომლის საფუძველზედაც განისაზღვრება მომავალი წლის საბიუჯეტო...","მუნიციპალიტეტის წარმომადგენლობითი ორგანოს – საკრებულოს მაჟორიტარი კანდიდატის წარდგენის მიზნით პარტიას უფლება აქვს, არჩევნებამდე არაუგვიანეს 30-ე დღისა განცხადებით მიმართოს შესაბამის საარჩევნო კომისიას",ტარიფის შეცვლის შემთხვევაში ახალი ტარიფი ეგზავნება საქართველოს კომუნიკაციების ეროვნულ კომისიას ვებგვერდზე გამოქვეყნების მიზნით,C
constitutional,election-code,"საქართველოს საარჩევნო კოდექსის მიხედვით, რომელი დებულება შეესაბამება საკითხს „პარტიების რეგისტრაცია“?",medium,"სწორი პასუხია D, რადგან საქართველოს საარჩევნო კოდექსის მუხლი 142 ადგენს/განმარტავს საკითხს „პარტიების რეგისტრაცია“.",საქართველოს საარჩევნო კოდექსი,მუხლი 142,,2025-12-17,false,"თუ განცხადებაში/საჩივარში მითითებული დარღვევა აღმოიფხვრება, ჩანაწერთა წიგნში კეთდება ჩანაწერი „დარღვევა აღმოფხვრილია“ და მიეთითება ზუსტი დრო",ეს განცხადება დამოწმებული უნდა იყოს პარტიის უფლებამოსილი პირების ხელმოწერებით,შემაჯამებელ ოქმს და ამ კანონით დადგენილი წესით დამოწმებულ მის ასლს ერთნაირი იურიდიული ძალა აქვს,მხარდამჭერთა სიას ამოწმებს ცესკოს სათანადო სამსახური ამ კანონის 38-ე მუხლით დადგენილი წესით და დადგენილ ვადაში,D
constitutional,election-code,"საქართველოს საარჩევნო კოდექსის მიხედვით, რომელი დებულება შეესაბამება საკითხს „პარტიული სიის წარდგენა“?",easy,"სწორი პასუხია A, რადგან საქართველოს საარჩევნო კოდექსის მუხლი 143 ადგენს/განმარტავს საკითხს „პარტიული სიის წარდგენა“.",საქართველოს საარჩევნო კოდექსი,მუხლი 143,,2025-12-17,false,"არჩევნებში მონაწილე ყოველ პარტიას უფლება აქვს, წარადგინოს 1 პარტიული სია",საქართველოს პრეზიდენტის მორიგი არჩევნები იმართება პრეზიდენტის უფლებამოსილების ვადის ამოწურვის კალენდარული წლის ოქტომბერში,ფონდის შესახებ წარდგენილი ინფორმაცია ასევე უნდა მოიცავდეს საარჩევნო კამპანიის ფონდის მართვაზე პასუხისმგებელი პირების საკონტაქტო მონაცემებს,"თვითმმართველი ქალაქის (მათ შორის, ქალაქ თბილისის)/თვითმმართველი თემის მერის და შუალედური არჩევნების დროს დგება 1 შემაჯამებელი ოქმი",A
constitutional,election-code,"საქართველოს საარჩევნო კოდექსის მიხედვით, რომელი დებულება შეესაბამება საკითხს „საკრებულოს წევრობის კანდიდატთა წარდგენა მაჟორიტარულ საარჩევნო ოლქში“?",hard,"სწორი პასუხია B, რადგან საქართველოს საარჩევნო კოდექსის მუხლი 144 ადგენს/განმარტავს საკითხს „საკრებულოს წევრობის კანდიდატთა წარდგენა მაჟორიტარულ საარჩევნო ოლქში“.",საქართველოს საარჩევნო კოდექსი,მუხლი 144,,2025-12-17,false,"კენჭისყრის დროს აკრძალულია კენჭისყრის შენობის ჩაკეტვა, კენჭისყრის შეწყვეტა ან შეჩერება, გარდა იმ შემთხვევისა, როდესაც შეუძლებელია არჩევნების საყოველთაოობის, თანასწორობისა და ამომრჩეველთა ნების თავისუფალი...",მუნიციპალიტეტის წარმომადგენლობითი ორგანოს – საკრებულოს არჩევნებში შესაბამის საარჩევნო ოლქში კანდიდატთა წარდგენის უფლება აქვთ: ა) არჩევნებში მონაწილე პარტიას; ბ) არანაკლებ 5 წევრისგან შემდგარ ამომრჩეველთა...,საუბნო საარჩევნო კომისიის თავმჯდომარე საუბნო საარჩევნო კომისიის წევრებისა და კენჭისყრის შენობაში ყოფნის უფლების მქონე პირთა თანდასწრებით ამოწმებს საარჩევნო ყუთზე ლუქის მთლიანობას,საქართველოს პარლამენტის ვადამდე დათხოვნის შემთხვევაში საქართველოს პარლამენტის რიგგარეშე არჩევნები ტარდება პარლამენტის ვადამდე დათხოვნიდან არაუადრეს 45-ე დღისა და არაუგვიანეს მე-60 დღისა,B
constitutional,election-code,"საქართველოს საარჩევნო კოდექსის მიხედვით, რომელი დებულება შეესაბამება საკითხს „პარტიული სიებისა და ადგილობრივ მაჟორიტარულ საარჩევნო ოლქში წარდგენილ საკრებულოს წევრობის კანდიდატთა რეგისტრაცია“?",hard,"სწორი პასუხია C, რადგან საქართველოს საარჩევნო კოდექსის მუხლი 145 ადგენს/განმარტავს საკითხს „პარტიული სიებისა და ადგილობრივ მაჟორიტარულ საარჩევნო ოლქში წარდგენილ საკრებულოს წევრობის კანდიდატთა რეგისტრაცია“.",საქართველოს საარჩევნო კოდექსი,მუხლი 145,,2025-12-17,false,ამ მუხლით გათვალისწინებული პასუხისმგებლობა პირს შეიძლება დაეკისროს შესაბამისი ქმედების ჩადენიდან 6 წლის განმავლობაში,გადასატანი საარჩევნო ყუთი საარჩევნო უბანში უნდა დაბრუნდეს არა უგვიანეს 20 საათისა,პარტიის/ამომრჩეველთა საინიციატივო ჯგუფის წარმომადგენელს ზემოაღნიშნული სიისა და საბუთების სრულყოფისთვის 3 დღე ეძლევა,"საოლქო საარჩევნო კომისიის თავმჯდომარის, თავმჯდომარის მოადგილისა და კომისიის მდივნის კანდიდატურების დასახელების უფლება აქვს კომისიის არანაკლებ 2 წევრს",C
constitutional,election-code,"საქართველოს საარჩევნო კოდექსის მიხედვით, რომელი დებულება შეესაბამება საკითხს „კანდიდატად წარდგენის შესახებ გადაწყვეტილების გაუქმება“?",hard,"სწორი პასუხია D, რადგან საქართველოს საარჩევნო კოდექსის მუხლი 146 ადგენს/განმარტავს საკითხს „კანდიდატად წარდგენის შესახებ გადაწყვეტილების გაუქმება“.",საქართველოს საარჩევნო კოდექსი,მუხლი 146,,2025-12-17,false,საუბნო საარჩევნო კომისიისა და მისი თავმჯდომარის ყველა განკარგულება მეორე დღესვე გამოიფინება საარჩევნო უბანში,საუბნო საარჩევნო კომისიის წევრების არჩევამდე შესაბამის კანდიდატთა სია ქვეყნდება ცესკოს ოფიციალურ ვებგვერდზე,"ერთსა და იმავე საკითხზე რეფერენდუმის დანიშვნა არ შეიძლება იმ დღიდან 1 წლის განმავლობაში, როდესაც ოფიციალურად გამოქვეყნდა ამ საკითხზე გამართული რეფერენდუმის შედეგები","პარტიას/ამომრჩეველთა საინიციატივო ჯგუფს უფლება აქვს, რეგისტრაციის შემდეგ, კენჭისყრის დღემდე არაუგვიანეს 16 დღისა გააუქმოს თავისი გადაწყვეტილება კანდიდატის წარდგენის შესახებ",D
constitutional,election-code,"საქართველოს საარჩევნო კოდექსის მიხედვით, რომელი დებულება შეესაბამება საკითხს „საარჩევნო ბიულეტენი“?",easy,"სწორი პასუხია A, რადგან საქართველოს საარჩევნო კოდექსის მუხლი 147 ადგენს/განმარტავს საკითხს „საარჩევნო ბიულეტენი“.",საქართველოს საარჩევნო კოდექსი,მუხლი 147,,2025-12-17,false,მუნიციპალიტეტის წარმომადგენლობითი ორგანოს – საკრებულოს არჩევნებისათვის მზადდება ორი სხვადასხვა სახის საარჩევნო ბიულეტენი,"თბილისის საკრებულოში პროპორციული სისტემით მანდატები ნაწილდება მხოლოდ იმ საარჩევნო სუბიექტებზე, რომლებმაც მიიღეს არჩევნებში მონაწილეთა ხმების არანაკლებ 4%-ისა","საოლქო საარჩევნო კომისიები ცნობას ადგილობრივი მაჟორიტარული საარჩევნო ოლქების შესახებ, მათი საზღვრების მითითებით, ცესკოს ოფიციალურ ვებგვერდზე აქვეყნებენ არჩევნების დანიშვნის დღიდან 3 დღის ვადაში",კენჭისყრის ჩასატარებლად და ხმების დასათვლელად საარჩევნო ოლქი იყოფა საარჩევნო უბნებად,A
constitutional,election-code,"საქართველოს საარჩევნო კოდექსის მიხედვით, რომელი დებულება შეესაბამება საკითხს „პროპორციული საარჩევნო სისტემის საფუძველზე ჩატარებული არჩევნების შედეგების დადგენა“?",medium,"სწორი პასუხია B, რადგან საქართველოს საარჩევნო კოდექსის მუხლი 148 ადგენს/განმარტავს საკითხს „პროპორციული საარჩევნო სისტემის საფუძველზე ჩატარებული არჩევნების შედეგების დადგენა“.",საქართველოს საარჩევნო კოდექსი,მუხლი 148,,2025-12-17,false,შემაჯამებელ ოქმს და ამ კანონით დადგენილი წესით დამოწმებულ მის ასლს ერთნაირი იურიდიული ძალა აქვს,მიღებული რიცხვის მთელი ნაწილი არის პარტიული სიის მიერ მიღებული მანდატების რაოდენობა,აუდიტორული შემოწმების ჩატარების უფლება აქვს „სახელმწიფო აუდიტის სამსახურის შესახებ“ საქართველოს ორგანული კანონის შესაბამისად სერტიფიცირებულ აუდიტორს,ამ მუხლით გათვალისწინებული პასუხისმგებლობა პირს შეიძლება დაეკისროს შესაბამისი ქმედების ჩადენიდან 3 წლის განმავლობაში,B
constitutional,election-code,"საქართველოს საარჩევნო კოდექსის მიხედვით, რომელი დებულება შეესაბამება საკითხს „მაჟორიტარული საარჩევნო სისტემის საფუძველზე ჩატარებული საკრებულოს არჩევნების შედეგების დადგენა“?",hard,"სწორი პასუხია C, რადგან საქართველოს საარჩევნო კოდექსის მუხლი 149 ადგენს/განმარტავს საკითხს „მაჟორიტარული საარჩევნო სისტემის საფუძველზე ჩატარებული საკრებულოს არჩევნების შედეგების დადგენა“.",საქართველოს საარჩევნო კოდექსი,მუხლი 149,,2025-12-17,false,საარჩევნო/სარეფერენდუმო კამპანია უნდა დაფინანსდეს: ა) პოლიტიკური პარტიის ფონდიდან; ბ) ამომრჩეველთა საინიციატივო ჯგუფის მიერ გახსნილი საარჩევნო ფონდიდან − დამოუკიდებელი კანდიდატის კამპანიის დასაფინანსებლად,ფონდის შესახებ წარდგენილი ინფორმაცია ასევე უნდა მოიცავდეს საარჩევნო კამპანიის ფონდის მართვაზე პასუხისმგებელი პირების საკონტაქტო მონაცემებს,"თუ ამ ამომრჩეველთა ყველაზე მეტი ნამდვილი ხმა ორმა ან ორზე მეტმა კანდიდატმა თანაბარი რაოდენობით მიიღო, აღნიშნულ კანდიდატთაგან არჩეულად ითვლება ის კანდიდატი, რომელმაც საარჩევნო რეგისტრაცია უფრო ადრე გაიარა","თუ განცხადებაში/საჩივარში მითითებული დარღვევა აღმოიფხვრება, ჩანაწერთა წიგნში კეთდება ჩანაწერი „დარღვევა აღმოფხვრილია“ და მიეთითება ზუსტი დრო",C
constitutional,election-code,"საქართველოს საარჩევნო კოდექსის მიხედვით, რომელი დებულება შეესაბამება საკითხს „საკრებულოს არჩევნების შედეგების შეჯამება საოლქო საარჩევნო კომისიაში“?",easy,"სწორი პასუხია D, რადგან საქართველოს საარჩევნო კოდექსის მუხლი 150 ადგენს/განმარტავს საკითხს „საკრებულოს არჩევნების შედეგების შეჯამება საოლქო საარჩევნო კომისიაში“.",საქართველოს საარჩევნო კოდექსი,მუხლი 150,,2025-12-17,false,ცესკო კენჭისყრამდე არა უგვიანეს 55 დღისა საქართველოს ფინანსთა სამინისტროს წარუდგენს არჩევნების/რეფერენდუმის მომზადებისა და ჩატარების დაფინანსების გეგმას,მიღებული რიცხვის მთელი ნაწილი არის პოლიტიკური პარტიის ან საარჩევნო ბლოკის მიერ მიღებული მანდატების რაოდენობა,"მხოლოდ ამომრჩეველია უფლებამოსილი, საარჩევნო ბიულეტენი (ბიულეტენები) მოათავსოს სპეციალურ კონვერტში","საოლქო საარჩევნო კომისიას შეუძლია კენჭისყრის შედეგები ბათილად ცნოს იმ საარჩევნო უბანში, სადაც უხეშად დაირღვა ეს კანონი",D
constitutional,election-code,"საქართველოს საარჩევნო კოდექსის მიხედვით, რომელი დებულება შეესაბამება საკითხს „მუნიციპალიტეტის წარმომადგენლობითი ორგანოს – საკრებულოს პირველი სხდომის მოწვევა“?",medium,"სწორი პასუხია A, რადგან საქართველოს საარჩევნო კოდექსის მუხლი 151 ადგენს/განმარტავს საკითხს „მუნიციპალიტეტის წარმომადგენლობითი ორგანოს – საკრებულოს პირველი სხდომის მოწვევა“.",საქართველოს საარჩევნო კოდექსი,მუხლი 151,,2025-12-17,false,საქართველოს მთელ ტერიტორიაზე მუნიციპალიტეტის წარმომადგენლობითი ორგანოს – საკრებულოს პირველ სხდომას იწვევს ცესკო არჩევნების საბოლოო შედეგების შეჯამებიდან 30 დღის ვადაში,"საქართველოს დედაქალაქის – თბილისის მერის არჩევნებისათვის თბილისი არის ერთი საარჩევნო ოლქი, რომელიც მოიცავს ამ კანონის 156-ე მუხლის პირველი პუნქტის შესაბამისად შექმნილ საარჩევნო ოლქებს",ამ მუხლის პირველი პუნქტის „ბ“ ქვეპუნქტით გათვალისწინებულ შემთხვევაში ცესკოს სათანადო სამსახური განცხადების მიღებისთანავე პარტიის წარმომადგენელს აძლევს მხარდამჭერთა სიის ნიმუშს,საუბნო საარჩევნო კომისიის წევრებს ამ კანონის მოთხოვნათა შეუსრულებლობის შემთხვევაში ეკისრებათ ამავე კანონის 28-ე მუხლის პირველი და მე-2 პუნქტებით გათვალისწინებული დისციპლინური პასუხისმგებლობა,A
constitutional,election-code,"საქართველოს საარჩევნო კოდექსის მიხედვით, რომელი დებულება შეესაბამება საკითხს „განმეორებითი და ხელახალი კენჭისყრები“?",medium,"სწორი პასუხია B, რადგან საქართველოს საარჩევნო კოდექსის მუხლი 152 ადგენს/განმარტავს საკითხს „განმეორებითი და ხელახალი კენჭისყრები“.",საქართველოს საარჩევნო კოდექსი,მუხლი 152,,2025-12-17,false,"თუ არჩევნების ვადა ემთხვევა საგანგებო ან საომარ მდგომარეობას, არჩევნები ტარდება ამ მდგომარეობის გაუქმებიდან არა უგვიანეს 60 დღისა","თუ საარჩევნო უბანში კენჭისყრა ბათილად იქნა ცნობილი, ცესკო ნიშნავს განმეორებით კენჭისყრას, რომელიც უნდა გაიმართოს კენჭისყრის დღიდან 2 კვირის ვადაში","თვითმმართველი ქალაქის (მათ შორის, ქალაქ თბილისის)/თვითმმართველი თემის მერის და შუალედური არჩევნების დროს დგება 1 შემაჯამებელი ოქმი",ამ კანონის 51-ე მუხლის მე-13 ან მე-14 პუნქტით დადგენილი მოთხოვნის დარღვევა გამოიწვევს შესაბამისი მაუწყებლის დაჯარიმებას არაუმეტეს რეკლამის განთავსების დროისათვის დადგენილი ტარიფის ორმაგი ოდენობით,B
constitutional,election-code,საქართველოს საარჩევნო კოდექსში რომელ საკითხს აწესრიგებს მუხლი 153?,easy,"სწორი პასუხია C, რადგან საქართველოს საარჩევნო კოდექსის მუხლი 153 ადგენს/განმარტავს საკითხს „მუნიციპალიტეტის წარმომადგენლობითი ორგანოს – საკრებულოს წევრად არჩეულთა რეგისტრაცია“.",საქართველოს საარჩევნო კოდექსი,მუხლი 153,,2025-12-17,false,მაჟორიტარული საარჩევნო სისტემის საფუძველზე ჩატარებული საკრებულოს არჩევნების შედეგების დადგენა,ადგილობრივი და საერთაშორისო დამკვირვებლები,მუნიციპალიტეტის წარმომადგენლობითი ორგანოს – საკრებულოს წევრად არჩეულთა რეგისტრაცია,კენჭისყრის დღეს კენჭისყრის შენობაში და მის მიმდებარე ტერიტორიაზე წესრიგის დაცვა,C
constitutional,election-code,"საქართველოს საარჩევნო კოდექსის მიხედვით, რომელი დებულება შეესაბამება საკითხს „საკრებულოს გამოკლებული წევრის ადგილმონაცვლეობის წესი“?",hard,"სწორი პასუხია D, რადგან საქართველოს საარჩევნო კოდექსის მუხლი 154 ადგენს/განმარტავს საკითხს „საკრებულოს გამოკლებული წევრის ადგილმონაცვლეობის წესი“.",საქართველოს საარჩევნო კოდექსი,მუხლი 154,,2025-12-17,false,საქართველოს საარჩევნო კანონმდებლობის დარღვევა შეიძლება გასაჩივრდეს შესაბამის საარჩევნო კომისიაში,"თუ საარჩევნო ოლქში ბათილად იქნა ცნობილი არჩევნები, 2 კვირის ვადაში იმართება ხელახალი კენჭისყრა","არჩევნებისა და რეფერენდუმის ჩატარების ორგანიზაციულ, სამართლებრივ და ტექნიკურ უზრუნველყოფას ახორციელებს ცესკოს აპარატი","თუ წარდგენილ პარტიულ სიაში კანდიდატი აღარ არის, მანდატი უქმდება",D
constitutional,election-code,"საქართველოს საარჩევნო კოდექსის მიხედვით, რომელი დებულება შეესაბამება საკითხს „ქალაქ თბილისის მუნიციპალიტეტის – საკრებულოს არჩევნები“?",hard,"სწორი პასუხია A, რადგან საქართველოს საარჩევნო კოდექსის მუხლი 155 ადგენს/განმარტავს საკითხს „ქალაქ თბილისის მუნიციპალიტეტის – საკრებულოს არჩევნები“.",საქართველოს საარჩევნო კოდექსი,მუხლი 155,,2025-12-17,false,"ქალაქ თბილისის მუნიციპალიტეტის წარმომადგენლობითი ორგანოს – საკრებულოს (შემდგომ – თბილისის საკრებულო) არჩევნების ჩატარებისას გამოიყენება ამ კანონით დადგენილი ნორმები, თუ ამ თავით სხვა რამ არ არის...","საქართველოს პარლამენტის არჩევნების დროს დგება 1 შემაჯამებელი ოქმი, ხოლო მუნიციპალიტეტის წარმომადგენლობითი ორგანოს – საკრებულოს არჩევნების დროს − 2 შემაჯამებელი ოქმი",ცესკო კენჭისყრამდე არა უგვიანეს 55 დღისა საქართველოს ფინანსთა სამინისტროს წარუდგენს არჩევნების/რეფერენდუმის მომზადებისა და ჩატარების დაფინანსების გეგმას,"საქართველოს პრეზიდენტად შეიძლება აირჩეს საარჩევნო უფლების მქონე საქართველოს მოქალაქე 40 წლის ასაკიდან, რომელსაც საქართველოში უცხოვრია 15 წელს მაინც",A
constitutional,election-code,"საქართველოს საარჩევნო კოდექსის მიხედვით, რომელი დებულება შეესაბამება საკითხს „საარჩევნო ოლქები“?",hard,"სწორი პასუხია B, რადგან საქართველოს საარჩევნო კოდექსის მუხლი 156 ადგენს/განმარტავს საკითხს „საარჩევნო ოლქები“.",საქართველოს საარჩევნო კოდექსი,მუხლი 156,,2025-12-17,false,ამ კანონის 51-ე მუხლის მე-13 ან მე-14 პუნქტით დადგენილი მოთხოვნის დარღვევა გამოიწვევს შესაბამისი მაუწყებლის დაჯარიმებას არაუმეტეს რეკლამის განთავსების დროისათვის დადგენილი ტარიფის ორმაგი ოდენობით,თბილისის საკრებულოს პროპორციული წესით ჩასატარებელი არჩევნებისათვის იქმნება 10 საარჩევნო ოლქი: ა) მთაწმინდის; ბ) ვაკის; გ) საბურთალოს; დ) კრწანისის; ე) ისნის; ვ) სამგორის; ზ) ჩუღურეთის; თ) დიდუბის; ი)...,"პარტიული სიით არჩეული საქართველოს პარლამენტის წევრის უფლებამოსილების ვადამდე შეწყვეტისთანავე საქართველოს პარლამენტის წევრობის კანდიდატის სტატუსი აღუდგება იმ პირს, რომელიც ამ მუხლის შესაბამისად მისი...","საარჩევნო ბიულეტენი იბეჭდება ცესკოს განკარგულების საფუძველზე, მის მიერ დადგენილი ნიმუშის მიხედვით, ქართულ ენაზე, აფხაზეთში – აგრეთვე აფხაზურ ენაზე, ხოლო საჭიროების შემთხვევაში – ადგილობრივი მოსახლეობისათვის...",B
constitutional,election-code,"საქართველოს საარჩევნო კოდექსის მიხედვით, რომელი დებულება შეესაბამება საკითხს „თბილისის საკრებულოს არჩევნებში მონაწილეობის უფლება“?",medium,"სწორი პასუხია C, რადგან საქართველოს საარჩევნო კოდექსის მუხლი 157 ადგენს/განმარტავს საკითხს „თბილისის საკრებულოს არჩევნებში მონაწილეობის უფლება“.",საქართველოს საარჩევნო კოდექსი,მუხლი 157,,2025-12-17,false,არჩევნებში მონაწილეთა ხმების რაოდენობაში არ ჩაითვლება ბათილად ცნობილი საარჩევნო ბიულეტენებით გათვალისწინებული ხმების რაოდენობა,კენჭისყრის დღეს კენჭისყრის შენობაში წესრიგის დაცვას ხელმძღვანელობს და მისთვის პასუხისმგებელია საუბნო საარჩევნო კომისიის თავმჯდომარე,პროპორციული წესით არჩევნებში მონაწილეობისა და თბილისის საკრებულოს წევრის მანდატის მოპოვების უფლება აქვს მხოლოდ პარტიას,"თუ წარდგენილ პარტიულ სიაში კანდიდატი აღარ არის, მანდატი უქმდება",C
constitutional,election-code,"საქართველოს საარჩევნო კოდექსის მიხედვით, რომელი დებულება შეესაბამება საკითხს „პარტიული სიების წარდგენა“?",medium,"სწორი პასუხია D, რადგან საქართველოს საარჩევნო კოდექსის მუხლი 158 ადგენს/განმარტავს საკითხს „პარტიული სიების წარდგენა“.",საქართველოს საარჩევნო კოდექსი,მუხლი 158,,2025-12-17,false,საკრებულო რიგგარეშე არჩევნებში აირჩევა შესაბამისი საკრებულოს უფლებამოსილების დარჩენილი ვადით,"განცხადებაში უნდა აღინიშნოს პარტიის: ა) სახელი, რომელიც მიეთითება საარჩევნო ბიულეტენში","თუ საარჩევნო უბანში კენჭისყრა ბათილად იქნა ცნობილი, ცესკო ნიშნავს განმეორებით კენჭისყრას, რომელიც უნდა გაიმართოს კენჭისყრის დღიდან 2 კვირის ვადაში",პროპორციული წესით თბილისის საკრებულოს წევრთა მანდატების მისაღებად პარტია პარტიულ სიებს ცესკოს წარუდგენს კენჭისყრის დღემდე არაუგვიანეს 30 დღისა,D
